//28/02/2025 12:36:48.360
05/04/2005, 31, 09:00, 18:00, 0, 20:00, 239, 0, 70, *
27/01/2013, 31, 09:00, 14:00, 0, 14:35, 564, 0, 70, ACF*
17/02/2013, 31, 09:00, 16:00, 0, 16:50, 429, 0, 70, ACF*
10/03/2013, 31, 09:00, 15:00, 0, 15:50, 489, 0, 70, ACF*
20/10/2013, 31, 09:00, 16:00, 0, 16:50, 429, 0, 70, ACF*
03/11/2013, 31, 09:00, 17:00, 0, 20:00, 239, 0, 70, ACF*
16/02/2014, 31, 09:00, 15:00, 0, 15:50, 489, 0, 70, ACF*
09/03/2014, 31, 09:00, 14:00, 0, 14:50, 549, 0, 70, ACF*
19/10/2014, 31, 09:00, 16:50, 0, 20:00, 239, 0, 70, ACF*
02/11/2014, 31, 09:00, 18:00, 0, 20:00, 239, 0, 70, ACF*
23/02/2015, 31, 09:00, 15:00, 0, 15:50, 489, 0, 70, ACF*
09/03/2015, 31, 09:00, 14:00, 0, 14:50, 549, 0, 70, ACF*
18/10/2015, 31, 09:00, 16:00, 0, 16:50, 429, 0, 70, ACF*
01/11/2015, 31, 09:00, 17:00, 0, 20:00, 239, 0, 70, ACF*
21/02/2016, 31, 09:00, 15:00, 0, 15:50, 489, 0, 70, ACF*
13/03/2016, 31, 09:00, 14:00, 0, 14:50, 549, 0, 70, ACF*
16/10/2016, 31, 09:00, 14:40, 0, 15:30, 509, 0, 70, ACF*
06/11/2016, 31, 09:00, 15:40, 0, 16:30, 449, 0, 70, ACF*
19/02/2017, 31, 09:00, 15:00, 0, 15:30, 509, 0, 70, ACF*
12/03/2017, 31, 09:00, 14:00, 0, 14:30, 569, 0, 70, ACF*
15/10/2017, 31, 09:00, 15:00, 0, 15:30, 509, 0, 70, ACF*
05/11/2017, 31, 09:00, 16:00, 0, 16:30, 449, 0, 70, ACF*
18/02/2018, 31, 09:00, 15:00, 0, 15:30, 509, 0, 70, ACF*
11/03/2018, 31, 09:00, 14:00, 0, 14:30, 569, 0, 70, ACF*
05/11/2018, 31, 09:00, 16:00, 0, 16:30, 449, 0, 70, ACF*
18/02/2019, 31, 09:00, 15:00, 0, 15:30, 509, 0, 70, ACF*
11/03/2019, 31, 09:00, 14:00, 0, 14:30, 569, 0, 70, ACF*
04/11/2019, 31, 09:00, 15:00, 0, 15:30, 509, 0, 70, ACF*
09/03/2020, 31, 09:00, 14:00, 0, 14:30, 210, 1, 70, ACF*
08/11/2021, 31, 09:00, 15:00, 0, 15:30, 150, 1, 70, ACF*
14/03/2022, 31, 09:00, 14:00, 0, 14:30, 210, 1, 70, ACF*
07/11/2022, 31, 09:00, 15:00, 0, 15:30, 150, 1, 70, ACF*
13/03/2023, 31, 09:00, 14:00, 0, 14:30, 210, 1, 70, ACF*
11/03/2019, 31, 09:00, 16:55, 0, 17:20, 399, 0, 70, B3SAO*
04/11/2019, 31, 09:00, 17:55, 0, 20:00, 239, 0, 70, B3SAO*
09/03/2020, 31, 09:00, 16:55, 0, 17:20, 35, 0, 70, B3SAO*
15/03/2021, 31, 09:00, 16:55, 0, 17:20, 35, 0, 70, B3SAO*
11/03/2019, 31, 09:00, 17:55, 0, 20:00, 239, 0, 70, B3SAR*
04/11/2019, 31, 09:00, 17:55, 0, 20:00, 239, 0, 70, B3SAR*
09/03/2020, 31, 09:00, 17:55, 0, 20:00, 239, 0, 70, B3SAR*
15/03/2021, 31, 09:00, 16:55, 0, 17:20, 35, 0, 70, B3SAR*
01/01/2007, 31, 09:00, 16:00, 0, 16:00, 479, 0, 70, BGI*
02/12/2012, 31, 09:00, 16:00, 0, 17:05, 414, 0, 70, BGI*
15/09/2020, 31, 09:00, 16:30, 0, 17:05, 55, 1, 70, BGI*
01/01/2013, 127, 00:00, 23:59, 0, 23:59, 0, 0, 70, BIT*
17/04/2024, 31, 09:00, 18:30, 0, 20:00, 239, 0, 70, BIT*
